Date,Open,High,Low,Close,Adj Close,Volume
2015-09-14,78.480003,78.739998,77.570000,77.760002,71.203735,1411300
2015-09-15,77.919998,79.290001,77.699997,78.889999,72.238457,1706300
2015-09-16,78.930000,79.800003,78.760002,79.589996,72.879448,1739600
2015-09-17,79.680000,80.669998,79.209999,79.430000,72.732941,2013100
2015-09-18,78.559998,79.989998,78.540001,79.010002,72.348351,3876400
2015-09-21,79.379997,80.379997,79.059998,79.900002,73.163315,1671200
2015-09-22,78.440002,79.309998,78.190002,79.190002,72.513161,1753100
2015-09-23,79.360001,79.779999,78.870003,79.370003,72.677994,1157600
2015-09-24,78.610001,79.870003,78.120003,79.580002,72.870300,1793900
2015-09-25,80.440002,81.470001,79.370003,80.300003,73.529594,2231800
2015-09-28,79.980003,80.430000,78.529999,78.620003,71.991226,1835800
2015-09-29,78.559998,79.279999,78.300003,79.089996,72.421608,2046200
2015-09-30,80.139999,80.430000,79.290001,80.360001,73.584518,2674400
2015-10-01,80.910004,81.180000,80.000000,80.889999,74.069839,2209100
2015-10-02,79.800003,81.379997,78.739998,81.360001,74.500229,2738100
2015-10-05,82.199997,83.029999,81.889999,82.699997,75.727226,1904600
2015-10-06,82.459999,82.910004,82.230003,82.440002,75.489151,1860700
2015-10-07,82.589996,83.860001,82.589996,83.650002,76.597145,1717700
2015-10-08,83.559998,85.440002,83.220001,85.120003,77.943199,2131300
2015-10-09,85.360001,85.989998,84.980003,85.239998,78.053070,2190100
2015-10-12,85.029999,85.769997,85.029999,85.680000,78.455971,1045300
2015-10-13,85.209999,85.709999,84.870003,85.160004,77.979820,1402300
2015-10-14,85.300003,85.900002,84.940002,85.139999,77.961510,1227600
2015-10-15,85.620003,85.970001,84.930000,85.970001,78.721535,1233900
2015-10-16,86.300003,86.980003,85.919998,86.690002,79.380836,1844500
2015-10-19,86.570000,87.599998,86.500000,87.300003,79.939384,1439200
2015-10-20,87.059998,87.620003,86.949997,87.419998,80.049263,1309200
2015-10-21,87.699997,88.480003,87.320000,87.449997,80.076744,1607900
2015-10-22,87.930000,89.820000,87.720001,89.690002,82.127876,2104400
2015-10-23,90.000000,90.599998,89.680000,90.529999,82.897049,1833000
2015-10-26,90.230003,90.669998,89.730003,90.110001,82.512482,2297400
2015-10-27,90.110001,90.379997,89.089996,90.330002,82.713898,2031600
2015-10-28,88.320000,89.250000,86.900002,87.910004,80.497955,3400800
2015-10-29,87.910004,88.529999,86.570000,88.360001,80.910019,2476200
2015-10-30,88.360001,88.650002,86.959999,86.989998,79.655525,3040200
2015-11-02,86.989998,87.459999,86.440002,86.989998,79.655525,1903700
2015-11-03,86.879997,87.199997,86.470001,86.730003,79.417450,1706100
2015-11-04,87.160004,87.389999,86.830002,86.959999,79.628067,1593100
2015-11-05,87.309998,87.389999,86.500000,86.980003,79.646378,1311700
2015-11-06,86.709999,87.879997,86.250000,87.629997,80.241554,1686000
2015-11-09,87.040001,87.199997,86.199997,86.760002,79.444908,1369800
2015-11-10,86.470001,87.300003,86.309998,86.949997,79.618904,1547200
2015-11-11,87.379997,87.949997,86.800003,87.180000,79.829506,1214700
2015-11-12,87.000000,87.360001,86.209999,86.220001,78.950455,1189100
2015-11-13,85.870003,86.669998,85.000000,85.050003,77.879089,1289400
2015-11-16,85.160004,86.540001,85.059998,86.519997,79.225151,1133600
2015-11-17,86.449997,86.629997,85.580002,85.889999,78.648270,1419300
2015-11-18,86.279999,86.550003,85.449997,86.500000,79.206848,1390800
2015-11-19,86.610001,86.730003,86.260002,86.389999,79.106117,1059400
2015-11-20,86.940002,87.650002,86.489998,87.290001,79.930222,1800300
2015-11-23,87.260002,87.629997,87.000000,87.349998,79.985176,1174400
2015-11-24,86.989998,87.250000,85.879997,86.709999,79.399155,1100700
2015-11-25,86.739998,86.879997,86.360001,86.410004,79.124435,752300
2015-11-27,86.480003,87.040001,86.230003,86.690002,79.380836,488800
2015-11-30,86.970001,87.080002,86.180000,86.260002,78.987076,2379400
2015-12-01,86.809998,87.970001,86.489998,87.559998,80.177452,1391900
2015-12-02,87.330002,87.900002,86.809998,86.910004,79.582291,1586400
2015-12-03,86.959999,87.139999,84.940002,85.260002,78.071404,1584300
2015-12-04,85.440002,87.540001,85.440002,87.430000,80.058434,1531100
2015-12-07,87.050003,87.370003,86.220001,86.599998,79.298409,1295500
2015-12-08,85.779999,86.669998,85.370003,86.320000,79.042000,1659800
2015-12-09,85.650002,86.610001,84.480003,84.949997,78.268074,1486500
2015-12-10,85.080002,86.300003,84.699997,85.459999,78.737961,1748700
2015-12-11,84.290001,84.910004,83.139999,83.330002,76.775505,1945400
2015-12-14,83.660004,84.730003,83.239998,84.599998,77.945618,1528500
2015-12-15,85.309998,86.070000,84.910004,85.470001,78.747185,1830700
2015-12-16,86.059998,86.360001,84.730003,86.199997,79.419754,1535100
2015-12-17,86.290001,86.730003,84.760002,84.809998,78.139099,1756200
2015-12-18,84.129997,84.680000,83.209999,83.279999,76.729439,3879400
2015-12-21,83.809998,84.190002,83.279999,84.139999,77.521797,1432800
2015-12-22,84.760002,85.230003,83.660004,84.860001,78.185173,1772400
2015-12-23,85.389999,85.959999,84.860001,85.730003,78.986740,1056600
2015-12-24,85.919998,86.320000,85.660004,85.940002,79.180222,640200
2015-12-28,85.449997,85.919998,85.019997,85.750000,79.005157,968000
2015-12-29,86.500000,87.250000,86.440002,86.839996,80.009415,975400
2015-12-30,86.739998,87.099998,86.330002,86.379997,79.585602,744400
2015-12-31,85.779999,86.339996,84.550003,84.720001,78.056175,1420100
2016-01-04,82.930000,83.190002,81.250000,82.070000,75.614624,2246300
2016-01-05,82.660004,83.209999,81.820000,82.269997,75.798889,2036700
2016-01-06,81.080002,81.709999,80.879997,81.260002,74.868332,1511000
2016-01-07,79.639999,80.349998,78.459999,78.779999,72.583405,5031300
2016-01-08,78.930000,79.250000,77.800003,78.129997,71.984528,2487000
2016-01-11,78.449997,79.029999,77.709999,78.510002,72.334633,2127300
2016-01-12,78.860001,79.500000,78.440002,79.470001,73.219116,1975200
